Consumidor;NBO 1;NBO 2;NBO 3;NBO 4;NBO 5;Score NBO 1;Score NBO 2;Score NBO 3;Score NBO 4;Score NBO 5
7473;8;33;50;65;68;0,830;0,790;0,800;0,870;0,560
7474;8;33;37;52;67;0,590;0,940;0,630;0,930;0,720
7475;16;33;48;61;76;0,640;0,720;0,740;0,740;0,860
7476;3;24;42;53;70;0,710;0,870;0,820;0,970;0,820
7477;15;31;38;64;72;0,860;0,620;0,750;0,730;0,900
7478;4;27;44;64;80;0,930;0,750;0,960;0,810;0,700
7479;15;32;35;51;76;0,760;0,550;0,660;0,980;0,630
7480;15;25;49;65;75;0,890;0,510;0,710;0,920;0,910
7481;15;32;47;65;76;0,880;0,810;0,640;0,570;0,800
7482;12;28;47;57;72;0,680;0,540;0,910;0,890;0,770
7483;16;29;38;62;69;0,590;0,540;0,820;0,550;0,740
7484;20;30;46;52;71;0,640;0,810;0,950;0,770;0,660
7485;12;33;35;60;67;0,680;0,760;0,600;0,690;0,930
7486;19;27;41;60;78;0,710;0,900;0,840;0,900;0,610
7487;18;27;48;55;80;0,620;0,670;0,970;0,550;0,650
7488;16;24;45;54;71;0,710;0,640;0,640;0,660;0,900
7489;8;29;46;65;78;0,650;0,870;0,850;0,740;0,650
7490;6;33;48;62;72;0,980;0,770;0,520;0,950;0,980
7491;13;33;44;64;69;0,680;0,880;0,760;0,780;0,550
7492;7;27;41;66;72;0,880;0,830;0,590;0,640;0,950
7493;12;31;45;61;72;0,760;0,730;0,730;0,680;0,860
7494;6;25;40;56;70;0,760;0,520;0,550;0,750;0,920
7495;1;26;44;65;76;0,860;0,740;0,860;0,550;0,820
7496;11;29;42;52;78;0,580;0,630;0,820;0,700;0,860
7497;10;33;34;63;80;0,790;0,950;0,970;0,610;0,730
7498;11;27;43;54;77;0,640;0,580;0,840;0,740;0,530
7499;17;25;50;56;79;0,650;0,610;0,740;0,560;0,910
7500;17;23;40;62;77;0,710;0,960;0,570;0,770;0,540
7501;18;28;38;63;77;0,690;0,510;0,670;0,840;0,820
7502;11;25;48;60;69;0,850;0,800;0,510;0,850;0,720
7503;3;21;41;64;68;0,920;0,700;0,880;0,550;0,550
7504;15;33;35;66;77;0,670;0,600;0,590;0,640;0,950
7505;8;31;36;61;72;0,980;0,580;0,810;0,590;0,590
7506;4;21;38;52;75;0,880;0,710;0,570;0,770;0,660
7507;14;29;49;57;75;0,920;0,560;0,650;0,740;0,970
7508;7;33;50;60;76;0,820;0,510;0,590;0,940;0,870
7509;10;22;35;62;72;0,590;0,720;0,930;0,920;0,550
7510;7;25;34;58;71;0,750;0,970;0,830;0,580;0,960
7511;18;30;39;61;74;0,550;0,710;0,520;0,610;0,530
7512;10;23;35;61;74;0,740;0,690;0,980;0,750;0,880
7513;8;32;34;61;78;0,770;0,700;0,620;0,620;0,610
7514;9;30;37;65;79;0,580;0,960;0,770;0,680;0,710
7515;15;21;47;61;72;0,530;0,950;0,830;0,750;0,820
7516;12;21;38;56;78;0,730;0,650;0,910;0,960;0,980
7517;4;30;41;63;78;0,680;0,970;0,810;0,700;0,610
7518;2;31;42;51;76;0,790;0,820;0,700;0,960;0,870
7519;9;33;45;63;78;0,580;0,670;0,640;0,690;0,670
7520;5;22;36;56;76;0,570;0,890;0,580;0,920;0,620
7521;16;28;36;54;80;0,730;0,890;0,970;0,900;0,530
7522;2;25;45;65;70;0,850;0,860;0,590;0,690;0,530
7523;13;31;43;51;80;0,930;0,730;0,870;0,740;0,610
7524;14;26;40;55;70;0,670;0,870;0,970;0,670;0,860
7525;12;33;47;58;72;0,770;0,510;0,690;0,800;0,900
7526;11;24;41;51;70;0,610;0,960;0,840;0,850;0,900
7527;2;30;40;64;78;0,950;0,740;0,830;0,760;0,710
7528;12;31;44;61;71;0,930;0,690;0,550;0,610;0,860
7529;8;25;34;60;75;0,690;0,910;0,850;0,690;0,820
7530;13;23;36;60;68;0,920;0,780;0,970;0,520;0,640
7531;10;22;39;54;79;0,900;0,730;0,870;0,890;0,510
7532;19;29;43;61;67;0,520;0,700;0,750;0,560;0,780
7533;18;28;48;62;77;0,710;0,700;0,520;0,780;0,860
7534;10;29;41;57;71;0,520;0,710;0,790;0,590;0,980
7535;3;33;46;63;75;0,980;0,980;0,550;0,560;0,930
7536;7;24;42;56;68;0,730;0,600;0,940;0,940;0,780
7537;5;23;45;63;68;0,900;0,570;0,570;0,970;0,600
7538;2;33;36;56;68;0,860;0,920;0,600;0,900;0,880
7539;4;21;37;53;72;0,590;0,620;0,640;0,830;0,550
7540;19;26;36;60;74;0,880;0,810;0,640;0,650;0,920
7541;2;24;38;60;73;0,940;0,700;0,560;0,760;0,880
7542;11;33;46;54;70;0,800;0,570;0,620;0,740;0,840
7543;16;28;43;64;68;0,580;0,620;0,690;0,890;0,940
7544;2;32;50;52;68;0,920;0,900;0,700;0,620;0,690
7545;20;26;49;51;77;0,860;0,780;0,550;0,890;0,510
7546;12;25;36;60;77;0,620;0,970;0,880;0,790;0,930
7547;20;28;46;59;73;0,930;0,630;0,700;0,930;0,730
7548;19;24;49;52;74;0,880;0,960;0,950;0,740;0,720
7549;14;32;39;66;80;0,830;0,760;0,640;0,660;0,950
7550;8;22;49;62;76;0,620;0,620;0,640;0,670;0,600
7551;6;22;37;65;74;0,600;0,760;0,720;0,740;0,870
7552;18;23;36;57;67;0,860;0,600;0,750;0,590;0,970
7553;15;26;34;65;80;0,510;0,820;0,700;0,670;0,870
7554;14;30;46;61;69;0,930;0,840;0,750;0,550;0,680
7555;11;30;43;62;74;0,840;0,970;0,940;0,930;0,570
7556;19;25;34;57;68;0,540;0,870;0,750;0,930;0,800
7557;8;22;34;66;75;0,640;0,920;0,860;0,900;0,970
7558;14;22;46;53;72;0,570;0,730;0,700;0,630;0,950
7559;19;23;49;63;78;0,680;0,790;0,890;0,930;0,760
7560;18;28;45;64;79;0,630;0,770;0,650;0,610;0,770
7561;7;22;39;51;72;0,800;0,840;0,580;0,880;0,550
7562;2;28;36;56;73;0,600;0,600;0,900;0,760;0,590
7563;8;30;44;63;70;0,760;0,680;0,940;0,810;0,680
7564;6;23;45;55;77;0,580;0,980;0,740;0,590;0,880
7565;3;23;48;59;71;0,750;0,960;0,800;0,940;0,930
7566;10;31;42;58;68;0,570;0,830;0,750;0,910;0,710
7567;11;27;49;51;75;0,780;0,900;0,970;0,850;0,630
7568;8;33;41;62;75;0,510;0,890;0,970;0,950;0,720
7569;12;31;50;51;79;0,930;0,540;0,650;0,560;0,950
7570;17;22;50;65;77;0,560;0,800;0,880;0,700;0,600
7571;3;24;36;55;73;0,670;0,550;0,670;0,920;0,540
7572;14;25;42;61;71;0,930;0,890;0,550;0,620;0,770
7573;10;21;42;62;69;0,580;0,660;0,530;0,740;0,690
7574;14;27;45;58;67;0,530;0,550;0,710;0,860;0,920
7575;19;29;38;51;78;0,970;0,620;0,560;0,930;0,920
7576;10;29;39;57;80;0,550;0,790;0,860;0,900;0,890
7577;20;28;35;56;67;0,580;0,760;0,810;0,760;0,740
7578;4;26;46;61;78;0,950;0,570;0,650;0,880;0,580
7579;7;31;44;66;70;0,640;0,910;0,980;0,760;0,730
7580;5;22;49;65;75;0,580;0,860;0,930;0,880;0,560
7581;6;29;34;66;69;0,840;0,680;0,720;0,970;0,970
7582;19;28;50;60;78;0,780;0,870;0,940;0,530;0,640
7583;17;26;47;63;75;0,780;0,650;0,770;0,700;0,830
7584;2;26;34;57;68;0,950;0,620;0,820;0,670;0,740
7585;13;23;50;56;69;0,800;0,600;0,510;0,920;0,750
7586;5;21;37;66;80;0,890;0,580;0,630;0,980;0,710
7587;12;25;36;63;70;0,670;0,970;0,740;0,620;0,790
7588;9;29;44;60;70;0,650;0,720;0,730;0,950;0,510
7589;8;29;49;57;68;0,680;0,610;0,700;0,910;0,940
7590;20;22;41;63;72;0,800;0,660;0,900;0,520;0,510
7591;4;23;47;51;72;0,900;0,980;0,950;0,670;0,800
7592;5;21;38;58;69;0,880;0,510;0,620;0,870;0,910
7593;5;27;45;63;70;0,720;0,910;0,620;0,720;0,700
7594;4;25;39;64;79;0,570;0,520;0,640;0,740;0,760
7595;12;31;41;54;73;0,860;0,610;0,600;0,710;0,880
7596;9;24;47;54;76;0,540;0,790;0,640;0,940;0,940
7597;5;23;35;58;75;0,800;0,760;0,950;0,790;0,860
7598;15;28;46;53;73;0,970;0,630;0,960;0,910;0,530
7599;9;22;50;51;69;0,740;0,830;0,700;0,860;0,630
7600;3;26;36;54;72;0,610;0,850;0,770;0,680;0,550
7601;16;25;50;54;75;0,940;0,760;0,810;0,740;0,600
7602;16;32;50;61;71;0,830;0,600;0,780;0,580;0,920
7603;13;23;45;57;67;0,540;0,730;0,900;0,510;0,760
7604;6;27;37;51;73;0,690;0,840;0,930;0,870;0,950
7605;20;25;44;61;71;0,600;0,580;0,530;0,720;0,590
7606;18;24;38;56;73;0,650;0,840;0,680;0,600;0,800
7607;2;22;42;65;70;0,950;0,750;0,740;0,920;0,520
7608;13;24;35;63;69;0,710;0,590;0,800;0,600;0,820
7609;17;29;35;57;67;0,930;0,570;0,630;0,900;0,960
7610;15;26;45;66;73;0,570;0,760;0,730;0,920;0,660
7611;15;21;38;57;73;0,580;0,820;0,760;0,820;0,930
7612;14;21;40;56;75;0,770;0,620;0,940;0,610;0,730
7613;6;31;37;52;75;0,510;0,940;0,870;0,660;0,620
7614;8;30;40;53;70;0,690;0,980;0,740;0,890;0,600
7615;5;29;35;54;79;0,680;0,890;0,870;0,910;0,830
7616;19;24;48;59;68;0,920;0,650;0,900;0,830;0,870
7617;13;29;46;66;72;0,510;0,760;0,890;0,750;0,930
7618;10;25;41;53;73;0,760;0,840;0,530;0,750;0,800
7619;20;32;42;51;68;0,750;0,630;0,620;0,760;0,700
7620;4;29;40;57;77;0,520;0,620;0,770;0,920;0,880
7621;19;29;49;63;67;0,730;0,560;0,520;0,800;0,590
7622;16;31;46;65;77;0,770;0,850;0,780;0,560;0,570
7623;15;30;47;60;76;0,930;0,640;0,800;0,530;0,980
7624;20;31;41;65;78;0,970;0,570;0,670;0,610;0,980
7625;3;33;36;60;71;0,770;0,820;0,640;0,690;0,660
7626;11;29;38;57;78;0,920;0,580;0,900;0,970;0,580
7627;1;26;38;53;75;0,620;0,630;0,560;0,740;0,780
7628;11;22;35;66;74;0,660;0,540;0,610;0,630;0,900
7629;8;30;42;63;71;0,710;0,840;0,740;0,820;0,510
7630;8;21;35;55;75;0,550;0,690;0,610;0,760;0,910
7631;11;28;46;53;71;0,800;0,750;0,910;0,750;0,940
7632;4;27;45;59;75;0,610;0,950;0,640;0,640;0,670
7633;2;27;45;55;77;0,620;0,530;0,690;0,800;0,730
7634;10;27;46;56;72;0,670;0,530;0,870;0,920;0,980
7635;2;26;47;52;79;0,550;0,880;0,600;0,810;0,800
7636;7;25;37;60;78;0,740;0,650;0,860;0,690;0,600
7637;8;21;47;52;80;0,650;0,900;0,780;0,820;0,920
7638;1;32;47;59;72;0,510;0,610;0,540;0,510;0,690
7639;4;33;49;51;73;0,890;0,750;0,650;0,600;0,840
7640;2;30;44;56;72;0,760;0,920;0,710;0,960;0,710
7641;20;32;48;58;78;0,560;0,880;0,950;0,660;0,980
7642;18;23;36;51;71;0,700;0,680;0,680;0,840;0,680
7643;13;33;35;52;72;0,980;0,950;0,880;0,520;0,930
7644;15;25;35;66;78;0,910;0,890;0,590;0,590;0,600
7645;4;27;35;62;78;0,670;0,590;0,600;0,810;0,730
7646;3;31;49;53;77;0,790;0,540;0,920;0,580;0,660
7647;8;26;41;51;76;0,520;0,940;0,900;0,850;0,570
7648;12;25;41;51;74;0,950;0,750;0,640;0,930;0,870
7649;1;33;44;63;79;0,920;0,610;0,510;0,560;0,930
7650;9;27;42;56;72;0,580;0,530;0,620;0,790;0,570
7651;5;31;43;61;74;0,550;0,950;0,610;0,510;0,740
7652;20;27;42;52;73;0,870;0,600;0,890;0,830;0,760
7653;9;28;48;61;71;0,830;0,740;0,600;0,520;0,750
7654;13;21;39;60;76;0,910;0,510;0,960;0,580;0,550
7655;9;30;43;59;79;0,690;0,560;0,820;0,580;0,700
7656;16;32;43;65;79;0,960;0,510;0,550;0,980;0,700
7657;1;26;36;59;80;0,850;0,510;0,760;0,770;0,720
7658;11;23;46;54;77;0,620;0,570;0,940;0,590;0,760
7659;4;23;34;60;77;0,730;0,520;0,950;0,560;0,720
7660;4;28;41;57;71;0,570;0,720;0,810;0,920;0,980
7661;14;30;40;64;68;0,650;0,620;0,720;0,740;0,810
7662;7;25;44;55;79;0,690;0,560;0,660;0,960;0,700
7663;6;32;37;60;67;0,570;0,610;0,930;0,870;0,830
7664;8;23;38;54;78;0,770;0,800;0,580;0,560;0,640
7665;1;27;39;55;80;0,550;0,690;0,880;0,900;0,800
7666;5;31;42;60;75;0,840;0,750;0,730;0,890;0,720
7667;16;26;46;57;74;0,930;0,710;0,780;0,730;0,920
7668;4;29;43;61;78;0,770;0,810;0,800;0,520;0,680
7669;14;24;50;55;69;0,750;0,590;0,830;0,820;0,530
7670;1;27;49;56;70;0,520;0,890;0,690;0,910;0,930
7671;8;30;45;62;75;0,750;0,610;0,670;0,610;0,600
7672;5;33;37;51;68;0,610;0,550;0,850;0,760;0,720
7673;13;30;37;55;74;0,650;0,680;0,590;0,530;0,710
7674;17;30;36;58;80;0,610;0,740;0,950;0,520;0,650
7675;11;26;45;63;77;0,870;0,620;0,610;0,760;0,540
7676;2;21;47;55;67;0,600;0,730;0,720;0,860;0,920
7677;9;33;36;61;77;0,610;0,720;0,730;0,700;0,960
7678;7;31;41;66;67;0,930;0,760;0,760;0,920;0,520
7679;13;27;46;55;68;0,960;0,550;0,680;0,660;0,950
7680;3;33;47;57;80;0,550;0,880;0,720;0,570;0,710
7681;7;31;48;65;72;0,720;0,710;0,730;0,600;0,600
7682;20;22;42;58;68;0,750;0,510;0,660;0,740;0,600
7683;6;28;40;59;67;0,730;0,580;0,610;0,550;0,600
7684;10;27;48;54;73;0,980;0,690;0,770;0,640;0,880
7685;16;29;41;53;77;0,680;0,860;0,610;0,510;0,880
7686;19;25;37;66;74;0,950;0,970;0,890;0,950;0,550
7687;20;23;48;62;77;0,720;0,570;0,620;0,610;0,960
7688;1;29;46;56;73;0,650;0,730;0,910;0,930;0,750
7689;17;30;45;66;76;0,950;0,720;0,680;0,850;0,910
7690;7;25;44;64;67;0,560;0,930;0,810;0,670;0,510
7691;2;24;50;59;78;0,700;0,790;0,920;0,550;0,850
7692;20;22;42;59;77;0,840;0,860;0,820;0,720;0,730
7693;7;23;37;55;71;0,640;0,690;0,890;0,940;0,580
7694;17;23;42;51;72;0,540;0,900;0,670;0,720;0,680
7695;10;30;44;52;78;0,810;0,530;0,550;0,900;0,830
7696;9;22;44;55;71;0,550;0,980;0,800;0,960;0,900
7697;5;33;43;53;75;0,510;0,690;0,520;0,650;0,810
7698;2;24;38;64;68;0,910;0,720;0,880;0,560;0,810
7699;15;21;44;51;70;0,540;0,630;0,910;0,750;0,890
7700;15;26;47;55;79;0,860;0,740;0,530;0,530;0,740
7701;19;28;39;54;70;0,850;0,960;0,940;0,710;0,570
7702;19;29;42;51;76;0,580;0,800;0,720;0,540;0,750
7703;19;31;49;65;68;0,760;0,740;0,870;0,870;0,870
7704;5;23;37;55;75;0,940;0,980;0,700;0,690;0,650
7705;20;31;49;61;70;0,870;0,570;0,600;0,950;0,950
7706;11;27;41;58;78;0,720;0,770;0,960;0,950;0,520
7707;15;21;39;52;80;0,830;0,570;0,800;0,550;0,570
7708;3;25;37;63;77;0,530;0,970;0,820;0,870;0,940
7709;4;30;49;53;71;0,850;0,560;0,640;0,700;0,910
7710;1;24;40;54;75;0,600;0,650;0,850;0,930;0,760
7711;1;23;41;52;75;0,760;0,970;0,880;0,710;0,640
7712;20;24;45;56;67;0,890;0,700;0,540;0,620;0,920
7713;9;22;37;65;76;0,860;0,840;0,630;0,870;0,950
7714;9;25;44;55;78;0,690;0,920;0,550;0,830;0,950
7715;19;23;40;55;79;0,580;0,540;0,720;0,850;0,620
7716;9;21;37;54;70;0,640;0,720;0,510;0,640;0,950
7717;4;30;46;56;68;0,520;0,520;0,960;0,930;0,800
7718;16;33;45;55;79;0,660;0,930;0,640;0,570;0,710
7719;14;23;45;59;67;0,820;0,860;0,910;0,860;0,910
7720;3;27;37;52;75;0,940;0,940;0,920;0,630;0,840
7721;14;27;41;51;76;0,950;0,690;0,550;0,760;0,800
7722;6;22;38;63;78;0,850;0,800;0,730;0,730;0,930
7723;6;21;34;54;74;0,620;0,980;0,860;0,540;0,780
7724;13;29;36;64;80;0,890;0,720;0,590;0,740;0,940
7725;12;25;49;59;70;0,540;0,660;0,760;0,550;0,830
7726;2;33;39;64;79;0,680;0,610;0,660;0,860;0,540
7727;20;21;36;60;75;0,510;0,980;0,550;0,910;0,520
7728;16;23;38;60;73;0,620;0,740;0,680;0,760;0,560
7729;4;32;40;62;78;0,980;0,720;0,910;0,980;0,570
7730;3;30;50;64;71;0,760;0,820;0,640;0,770;0,790
7731;14;31;40;62;77;0,710;0,670;0,790;0,510;0,900
7732;4;21;41;58;75;0,900;0,510;0,620;0,610;0,670
7733;14;31;40;60;79;0,580;0,840;0,880;0,950;0,820
7734;9;32;40;63;74;0,950;0,680;0,610;0,760;0,510
7735;7;27;47;60;78;0,650;0,700;0,740;0,980;0,580
7736;15;23;46;63;78;0,890;0,550;0,730;0,750;0,900
7737;8;27;43;64;79;0,940;0,600;0,650;0,950;0,920
7738;1;27;37;52;72;0,550;0,750;0,660;0,570;0,940
7739;18;24;50;62;69;0,620;0,600;0,970;0,830;0,880
7740;5;22;45;53;71;0,930;0,620;0,610;0,570;0,690
7741;4;32;43;54;78;0,520;0,620;0,970;0,880;0,650
7742;19;26;39;55;67;0,600;0,540;0,700;0,620;0,600
7743;18;29;46;64;80;0,810;0,760;0,920;0,640;0,780
7744;11;24;37;51;67;0,620;0,670;0,780;0,750;0,830
7745;4;28;35;56;76;0,980;0,800;0,760;0,580;0,640
7746;11;26;36;57;75;0,980;0,650;0,840;0,860;0,780
7747;18;21;44;58;80;0,680;0,960;0,830;0,670;0,750
7748;17;21;42;55;71;0,670;0,850;0,830;0,780;0,980
7749;17;21;38;64;70;0,960;0,720;0,820;0,960;0,940
7750;2;29;35;51;78;0,730;0,890;0,730;0,980;0,730
7751;6;28;37;62;78;0,780;0,590;0,690;0,770;0,810
7752;19;32;47;63;80;0,530;0,710;0,520;0,730;0,830
7753;14;23;34;53;76;0,620;0,710;0,930;0,740;0,900
7754;12;28;48;60;77;0,820;0,690;0,670;0,900;0,840
7755;18;33;48;63;75;0,870;0,750;0,570;0,940;0,890
7756;6;24;36;65;76;0,820;0,510;0,750;0,840;0,720
7757;14;21;37;65;80;0,960;0,960;0,650;0,730;0,600
7758;9;31;49;61;67;0,750;0,510;0,760;0,900;0,790
7759;8;31;45;51;67;0,680;0,610;0,640;0,640;0,940
7760;14;23;37;52;77;0,540;0,680;0,790;0,930;0,820
7761;19;32;43;52;76;0,970;0,830;0,640;0,730;0,580
7762;7;23;35;51;75;0,660;0,920;0,840;0,560;0,690
7763;10;27;36;54;69;0,930;0,800;0,650;0,700;0,700
7764;14;22;42;61;71;0,630;0,890;0,600;0,780;0,900
7765;20;33;37;55;75;0,890;0,520;0,640;0,690;0,640
7766;6;32;45;58;77;0,810;0,830;0,570;0,600;0,940
7767;4;30;42;53;78;0,670;0,720;0,760;0,950;0,690
7768;7;25;47;60;76;0,950;0,810;0,560;0,940;0,800
7769;12;25;48;59;69;0,680;0,880;0,680;0,890;0,670
7770;14;26;35;57;71;0,630;0,570;0,920;0,970;0,700
7771;2;25;44;58;74;0,820;0,680;0,650;0,560;0,570
7772;14;28;44;64;70;0,720;0,900;0,510;0,870;0,570
7773;8;26;42;64;71;0,850;0,980;0,790;0,870;0,910
7774;7;25;41;60;70;0,700;0,860;0,980;0,790;0,900
7775;17;21;38;63;75;0,940;0,770;0,900;0,700;0,620
7776;5;33;41;58;71;0,930;0,940;0,530;0,740;0,920
7777;18;31;47;66;73;0,620;0,680;0,830;0,520;0,920
7778;20;27;41;59;72;0,980;0,640;0,830;0,740;0,540
7779;16;23;47;58;79;0,690;0,580;0,750;0,830;0,650
7780;5;26;49;61;68;0,970;0,800;0,720;0,870;0,660
7781;17;21;36;56;67;0,700;0,640;0,760;0,840;0,850
7782;3;27;38;59;67;0,810;0,550;0,670;0,720;0,580
7783;10;28;48;54;67;0,970;0,690;0,760;0,530;0,880
7784;9;28;36;54;74;0,560;0,680;0,820;0,830;0,570
7785;16;29;37;53;78;0,860;0,650;0,900;0,840;0,770
7786;12;21;41;57;72;0,510;0,950;0,900;0,740;0,810
7787;20;25;46;56;74;0,580;0,550;0,810;0,800;0,730
7788;11;26;42;53;71;0,610;0,840;0,660;0,850;0,780
7789;12;29;48;62;72;0,530;0,510;0,520;0,620;0,540
7790;14;25;34;61;75;0,760;0,880;0,650;0,800;0,770
7791;5;24;38;53;71;0,870;0,700;0,920;0,900;0,970
7792;4;27;40;56;78;0,800;0,880;0,790;0,950;0,690
7793;7;31;34;66;79;0,920;0,940;0,640;0,540;0,680
7794;13;26;35;62;72;0,590;0,550;0,770;0,590;0,560
7795;18;26;39;65;71;0,750;0,680;0,780;0,820;0,520
7796;14;26;36;56;68;0,890;0,780;0,710;0,610;0,710
7797;13;25;47;52;73;0,550;0,710;0,820;0,810;0,670
7798;15;24;47;64;72;0,800;0,860;0,770;0,880;0,860
7799;14;29;49;62;72;0,640;0,550;0,720;0,770;0,560
7800;20;26;50;63;71;0,600;0,630;0,530;0,550;0,610
7801;10;28;50;54;77;0,780;0,860;0,810;0,670;0,950
7802;7;22;49;56;75;0,600;0,770;0,860;0,560;0,510
7803;20;24;35;64;78;0,680;0,720;0,530;0,670;0,730
7804;16;21;45;56;69;0,740;0,860;0,600;0,870;0,660
7805;12;24;47;65;67;0,610;0,850;0,860;0,530;0,560
7806;16;22;48;65;68;0,530;0,640;0,890;0,830;0,880
7807;4;24;37;57;71;0,620;0,870;0,830;0,950;0,560
7808;18;33;36;51;76;0,750;0,580;0,920;0,550;0,970
7809;3;31;37;54;73;0,530;0,610;0,810;0,810;0,550
7810;3;31;39;60;80;0,880;0,700;0,550;0,650;0,810
7811;19;29;36;64;76;0,530;0,630;0,950;0,510;0,630
7812;17;30;45;57;68;0,660;0,680;0,510;0,880;0,690
7813;18;23;36;52;78;0,720;0,640;0,760;0,770;0,690
7814;18;28;41;54;67;0,710;0,860;0,780;0,720;0,740
7815;16;32;38;66;72;0,980;0,640;0,570;0,960;0,540
7816;16;27;35;52;76;0,920;0,640;0,560;0,720;0,690
7817;10;24;38;54;71;0,870;0,590;0,590;0,840;0,650
7818;6;22;39;64;71;0,660;0,700;0,750;0,620;0,810
7819;6;25;43;51;70;0,730;0,510;0,610;0,930;0,660
7820;20;25;50;65;74;0,540;0,800;0,970;0,620;0,770
7821;8;25;38;61;76;0,560;0,960;0,850;0,550;0,780
7822;18;30;41;61;75;0,810;0,580;0,980;0,680;0,760
7823;4;32;37;63;79;0,840;0,960;0,610;0,900;0,600
7824;13;25;40;53;68;0,930;0,700;0,520;0,520;0,850
7825;2;33;36;63;70;0,560;0,760;0,960;0,910;0,960
7826;3;22;34;64;75;0,670;0,980;0,540;0,830;0,890
7827;12;30;49;51;74;0,590;0,930;0,710;0,890;0,760
7828;17;28;39;55;71;0,890;0,940;0,560;0,810;0,840
7829;5;31;37;58;68;0,920;0,590;0,740;0,710;0,890
7830;15;32;36;64;73;0,810;0,830;0,830;0,510;0,860
7831;6;21;43;61;67;0,910;0,840;0,650;0,870;0,680
7832;18;27;42;51;78;0,680;0,770;0,520;0,760;0,730
7833;16;28;38;52;69;0,750;0,740;0,820;0,880;0,710
7834;3;29;46;61;77;0,620;0,650;0,570;0,960;0,680
7835;1;23;42;63;76;0,910;0,750;0,610;0,880;0,980
7836;2;32;45;58;70;0,610;0,960;0,550;0,590;0,610
7837;4;21;38;58;80;0,620;0,790;0,940;0,740;0,690
7838;10;29;45;62;67;0,580;0,730;0,650;0,660;0,820
7839;5;31;43;51;75;0,980;0,700;0,950;0,840;0,890
7840;10;22;40;53;69;0,760;0,610;0,900;0,660;0,870
7841;4;30;50;53;79;0,550;0,540;0,530;0,670;0,620
7842;12;30;34;52;75;0,690;0,930;0,570;0,630;0,730
7843;19;29;39;61;73;0,840;0,770;0,840;0,850;0,950
7844;20;23;46;57;77;0,930;0,610;0,620;0,600;0,850
7845;3;22;48;57;68;0,950;0,710;0,920;0,610;0,630
7846;20;25;46;51;71;0,880;0,810;0,530;0,650;0,820
7847;4;32;50;56;75;0,650;0,790;0,600;0,520;0,770
7848;14;27;38;55;67;0,690;0,860;0,950;0,650;0,900
7849;18;26;40;66;72;0,950;0,510;0,610;0,890;0,860
7850;13;23;48;60;80;0,770;0,900;0,750;0,920;0,680
7851;8;26;44;58;72;0,720;0,580;0,620;0,980;0,640
7852;16;22;40;53;71;0,590;0,860;0,710;0,590;0,630
7853;3;30;42;66;74;0,850;0,800;0,820;0,720;0,590
7854;4;28;44;59;69;0,870;0,980;0,960;0,530;0,510
7855;7;33;40;64;78;0,620;0,970;0,570;0,550;0,670
7856;17;32;35;66;68;0,650;0,790;0,880;0,650;0,730
7857;14;28;36;66;69;0,710;0,650;0,640;0,710;0,910
7858;18;33;38;61;67;0,630;0,620;0,620;0,540;0,890
7859;4;24;35;54;76;0,870;0,630;0,510;0,920;0,740
7860;9;28;45;60;72;0,770;0,830;0,630;0,590;0,660
7861;17;27;42;54;71;0,510;0,580;0,800;0,980;0,840
7862;17;23;39;61;79;0,690;0,520;0,970;0,790;0,840
7863;9;22;45;62;72;0,770;0,710;0,780;0,530;0,690
7864;18;32;46;53;78;0,530;0,690;0,520;0,620;0,810
7865;18;27;49;52;75;0,560;0,650;0,960;0,980;0,870
7866;15;33;38;51;72;0,850;0,550;0,570;0,750;0,820
7867;9;29;34;65;68;0,830;0,890;0,780;0,910;0,750
7868;11;27;43;60;77;0,520;0,870;0,690;0,860;0,760
7869;18;28;44;64;70;0,940;0,520;0,730;0,900;0,940
7870;16;28;41;61;68;0,810;0,690;0,620;0,530;0,610
7871;8;29;46;52;68;0,860;0,570;0,610;0,670;0,590
7872;4;32;49;60;68;0,800;0,980;0,760;0,660;0,710
7873;12;21;37;54;78;0,610;0,510;0,610;0,650;0,570
7874;20;23;42;57;76;0,680;0,590;0,550;0,570;0,600
7875;6;27;39;55;75;0,580;0,910;0,910;0,610;0,570
7876;4;28;43;64;76;0,590;0,900;0,880;0,680;0,770
7877;6;29;44;61;75;0,580;0,700;0,540;0,800;0,650
7878;18;29;50;57;77;0,590;0,920;0,600;0,810;0,620
7879;7;23;39;54;80;0,780;0,940;0,890;0,820;0,970
7880;12;33;48;59;76;0,620;0,760;0,620;0,570;0,720
7881;17;31;42;52;73;0,730;0,580;0,580;0,880;0,860
7882;1;23;35;62;71;0,540;0,830;0,610;0,860;0,850
7883;2;30;50;63;76;0,600;0,520;0,680;0,670;0,670
7884;7;27;43;52;73;0,970;0,860;0,930;0,550;0,570
7885;1;27;39;66;68;0,570;0,600;0,570;0,580;0,630
7886;16;24;37;54;76;0,970;0,530;0,730;0,960;0,630
7887;11;22;44;61;69;0,690;0,630;0,560;0,780;0,930
7888;14;25;41;64;74;0,770;0,960;0,600;0,750;0,750
7889;10;29;34;54;78;0,880;0,620;0,890;0,560;0,740
7890;15;31;34;64;75;0,650;0,620;0,590;0,840;0,880
7891;15;31;41;65;72;0,750;0,970;0,940;0,790;0,850
7892;13;21;36;58;75;0,750;0,670;0,770;0,970;0,570
7893;8;24;45;53;76;0,840;0,540;0,750;0,970;0,580
